fpTime,IAvgTime,IStdTime,IToTime,INumPck,ISumPckDim,IMeanPckDim,IMinPckDim,IMaxPckDim,IStdPckDim,IVarPckDim,ISkewPckDim,IKurPckDim,IP90PckDim,OAvgTime,OStdTime,OToTime,ONumPck,OSumPckDim,OMeanPckDim,OMinPckDim,OMaxPckDim,OStdPckDim,OVarPckDim,OSkewPckDim,OKurPckDim,OP90PckDim,BAvgTime,BStdTime,BToTime,BNumPck,BSumPckDim,BMeanPckDim,BMinPckDim,BMaxPckDim,BStdPckDim,BVarPckDim,BSkewPckDim,BKurPckDim,BP90PckDim,Device,Label
1532704522.5118876,0.041940927505493164,0.041905879974365234,0.08388185501098633,3,961,320.3333333333333,104,722,284.30304645258764,80828.22222222222,0.7008066769438969,-1.4999999999999998,604.6,0.0800786018371582,0.13854318471546254,0.3203144073486328,5,882,176.4,104,382,104.62428016478776,10946.240000000002,1.3733549661013333,0.07835660760302732,290.8,0.08164447546005249,0.09780439807916058,0.32684993743896484,8,1843,230.375,104,722,204.95727451105512,42007.484375,1.6573245498847207,1.2430919403441267,484.0,N,GP
1532704524.7131546,2.6226043701171875e-05,0.0,2.6226043701171875e-05,2,359,179.5,161,198,18.5,342.25,0.0,-2.0,194.3,0.010763883590698242,0.01863106711382559,0.04305553436279297,5,1022,204.4,104,339,94.84851079484591,8996.240000000002,0.21917641956562073,-1.582281271758184,317.4,0.05786705017089844,0.10020430703712968,0.2745077610015869,7,1381,197.28571428571428,104,339,81.54878344667475,6650.2040816326535,0.4871030472309717,-1.011112793575095,306.6,N,GP
1532704526.830388,0.045403242111206055,0.09209813776988508,0.27241945266723633,7,5859,837.0,104,1580,652.866426942427,426234.5714285714,0.20587578414296023,-1.8594721235091696,1580.0,0.050140062967936196,0.07089594445788777,0.1504201889038086,4,731,182.75,96,431,143.35510977987497,20550.6875,1.1533522249936143,-0.6677043967546537,332.9000000000001,0.0745398998260498,0.10537167430214493,0.37402820587158203,11,6590,599.0909090909091,96,1580,614.6254520282997,377764.4462809917,0.8798057141484131,-1.0540096167534632,1580.0,N,GP
1532704528.4883182,0.2065614859263102,0.14953918321752416,0.6196844577789307,4,1065,266.25,104,722,263.43156132096243,69396.1875,1.1468028354211874,-0.6730177508345134,545.9000000000001,0.07532117101881239,0.18644087815061092,0.6778905391693115,10,3876,387.6,96,1484,491.183713085033,241261.44000000003,1.5092288342037594,0.41684553111304723,1257.1999999999998,0.07529197798834907,0.11775976541116827,0.7325873374938965,14,4941,352.92857142857144,96,1484,441.7718325570524,195162.35204081633,1.6974794102443393,1.2810047723660478,1079.0000000000005,N,GP
1532703739.565885,0.06206542253494263,0.10723697551497165,0.2482616901397705,5,1037,207.4,104,421,123.07981150456806,15148.640000000003,0.7986665338729548,-0.9529399981548057,360.6,0.0002859830856323242,0.00025331974029541016,0.0005719661712646484,3,961,320.3333333333333,104,722,284.30304645258764,80828.22222222222,0.7008066769438969,-1.4999999999999998,604.6,0.0002859830856323242,0.00025331974029541016,0.254000186920166,8,1998,249.75,104,722,206.8034997286071,42767.6875,1.387254389257669,0.5729330759755085,511.29999999999995,N,GP
1532703741.3080118,0.00010259946187337239,0.00013802182213664113,0.0003077983856201172,4,871,217.75,104,294,77.10504198818649,5945.1875,-0.42105843853851643,-1.4443279621370768,290.7,5.125999450683594e-05,0.0,5.125999450683594e-05,2,359,179.5,161,198,18.5,342.25,0.0,-2.0,194.3,5.125999450683594e-05,0.0,0.20113229751586914,6,1230,205.0,104,294,66.3525935187666,4402.666666666667,0.034412955608034146,-1.214812418899986,288.5,N,GP
1532703743.4254334,0.041879733403523765,0.05920733095813365,0.1256392002105713,4,733,183.25,96,433,144.22096761566954,20799.6875,1.1533683637742713,-0.6676919779237847,334.30000000000007,0.004749681347998503,0.021130152414599285,0.5082159042358398,108,141936,1314.2222222222222,104,2948,810.3799786992168,656715.7098765431,0.12388221267543553,-0.5915078480659952,2220.0,0.004706191125317154,0.02027198947305799,0.5082159042358398,112,142669,1273.830357142857,96,2948,823.4409499211315,678054.9980070153,0.16431220862480253,-0.6652557218850483,2220.0,N,GP
1532703745.5314047,0.2408440907796224,0.17155169155718597,0.7225322723388672,4,1065,266.25,104,722,263.43156132096243,69396.1875,1.1468028354211874,-0.6730177508345134,545.9000000000001,0.0824113130569458,0.2000292228084797,0.824113130569458,11,3987,362.45454545454544,96,1484,474.2711851091033,224933.15702479336,1.665919480677687,0.9145677454985464,1231.0,0.07285187244415284,0.12009567952725031,0.8354110717773438,15,5052,336.8,96,1484,430.4260215182163,185266.56,1.8135041636885052,1.6975587397926057,1027.3999999999999,N,GP
1532705024.8379185,1.5974044799804688e-05,1.1205673217773438e-05,3.1948089599609375e-05,3,961,320.3333333333333,104,722,284.30304645258764,80828.22222222222,0.7008066769438969,-1.4999999999999998,604.6,0.044379568099975585,0.0886300840676236,0.22189784049987793,6,2695,449.1666666666667,101,1484,519.8315165085276,270224.8055555555,1.1684249766333528,-0.2425814855169084,1122.0,0.04555182456970215,0.0880720474837708,0.2277677059173584,9,3656,406.22222222222223,101,1484,459.108986765011,210781.06172839509,1.3526397164789714,0.5485757932953677,904.8000000000002,N,GP
1532705026.9785073,2.1696090698242188e-05,0.0,2.1696090698242188e-05,2,359,179.5,161,198,18.5,342.25,0.0,-2.0,194.3,1.0808308919270834e-05,3.170957143030167e-06,3.24249267578125e-05,4,830,207.5,104,293,69.98035438607037,4897.25,-0.32411537954402664,-1.2292283437244491,278.0,0.06711236635843913,0.09488508769737358,0.2013542652130127,6,1189,198.16666666666666,104,293,59.608211589418524,3553.138888888889,0.04413955575387328,-0.8156286517235061,268.0,N,GP
1532705028.9828434,0.015958259503046673,0.0446188184977777,0.3829982280731201,25,37073,1482.92,104,2948,887.6613282102584,787942.6336,0.12976352390481455,-0.8127414232860772,2948.0,0.062069098154703774,0.08776682215876287,0.18620729446411133,4,728,182.0,96,428,142.0563268566381,20180.0,1.1533274614360034,-0.6677234522596924,330.80000000000007,0.06331531206766765,0.08951743372447267,0.3829982280731201,29,37801,1303.4827586206898,96,2948,939.8298312842066,883280.1117717003,0.29563153970558703,-0.9540516044680216,2948.0,N,GP
1532705030.475619,0.2710396448771159,0.19370442120308756,0.8131189346313477,4,1065,266.25,104,722,263.43156132096243,69396.1875,1.1468028354211874,-0.6730177508345134,545.9000000000001,0.08188733187588779,0.2111808431662381,0.9007606506347656,12,5429,452.4166666666667,96,1426,528.7199098346454,279544.74305555556,1.1543376629998086,-0.5953874612712631,1406.6000000000001,0.08022347363558682,0.12467710562465355,0.9069123268127441,16,6494,405.875,96,1426,483.2245692998236,233505.984375,1.370149062918955,0.1083081956562113,1329.0,N,GP
1532953788.1542242,0.09378261036343044,0.14014383527836227,0.844043493270874,10,3014,301.4,119,1111,319.7759215450719,102256.64,1.6246615949443357,1.3212692040837943,693.3999999999997,0.21555006504058838,0.22968113329697015,0.8622002601623535,5,3075,615.0,583,663,33.56188314144485,1126.4,0.39005287741865136,-1.65702479338843,656.6,0.057724833488464355,0.09324637280527354,1.074927568435669,15,6089,405.93333333333334,119,1111,300.6675831471619,90400.99555555554,0.6093761273138175,-0.4788739237500228,656.6,N,GEN
1532953789.5448616,0.07278720537821452,0.09088697369310089,0.6550848484039307,10,7042,704.2,74,1494,585.4109325935074,342705.96,0.215903415433949,-1.7443418182003412,1494.0,0.013452529907226562,0.0,0.013452529907226562,2,307,153.5,74,233,79.5,6320.25,0.0,-2.0,217.10000000000002,0.008458137512207031,0.0,0.6550848484039307,12,7349,612.4166666666666,74,1494,573.378214086382,328762.5763888888,0.518917278136717,-1.525498708956649,1470.2,N,DB
1532953791.5185804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,743,743.0,743,743,0.0,0.0,0.0,-3.0,743.0,0,0,0.0,1,743,743.0,743,743,0.0,0.0,0.0,-3.0,743.0,N,DB
1532953938.7894983,0,0,0,0,0,0,0,0,0,0,0,0,0,3.123283386230469e-05,0.0,3.123283386230469e-05,2,185,92.5,66,119,26.5,702.25,0.0,-2.0,113.7,3.123283386230469e-05,0.0,3.123283386230469e-05,2,185,92.5,66,119,26.5,702.25,0.0,-2.0,113.7,N,DB
1532953944.2118728,0.0766049755944146,0.1207105259519106,0.6894447803497314,10,3014,301.4,119,1111,319.7759215450719,102256.64,1.6246615949443357,1.3212692040837943,693.3999999999997,0.16644936800003052,0.16189242112595356,0.6657974720001221,5,3075,615.0,583,663,33.56188314144485,1126.4,0.39005287741865136,-1.65702479338843,656.6,0.056049466133117676,0.08940475402103536,0.9136276245117188,15,6089,405.93333333333334,119,1111,300.6675831471619,90400.99555555554,0.6093761273138175,-0.4788739237500228,656.6,N,GEN
1532953946.3626695,0.2843061685562134,0.08118297759015852,1.1372246742248535,5,3211,642.2,74,1912,673.5839665550242,453715.36,1.1349792039172935,-0.3212851591254555,1444.4,0.27122068405151367,0.05187797546386719,0.5424413681030273,3,431,143.66666666666666,74,216,58.00191567717589,3364.222222222222,0.06886605894801633,-1.5,201.0,0.10828542709350586,0.05944371223449707,1.1372246742248535,8,3642,455.25,74,1912,585.7338879559557,343084.1875,1.8282565053074922,1.8532615953830867,1093.6999999999998,N,GEN
1532953945.4574356,0.014988183975219727,0.0,0.014988183975219727,2,307,153.5,74,233,79.5,6320.25,0.0,-2.0,217.10000000000002,0.05066212901362666,0.06783806662087168,1.36787748336792,28,30174,1077.642857142857,74,2599,577.2958027541436,333270.44387755106,0.48848364176000697,0.799724980336566,1494.0,0.04869185553656684,0.06879618401820914,1.36787748336792,30,30481,1016.0333333333333,74,2599,603.8327849845703,364614.03222222225,0.46127225888307966,0.47060019111284346,1494.0,N,DB
1532953949.4892948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,455,455.0,455,455,0.0,0.0,0.0,-3.0,455.0,0,0,0.0,1,455,455.0,455,455,0.0,0.0,0.0,-3.0,455.0,N,GEN
1532953515.564005,0.11949953165921298,0.1371670711330213,1.3144948482513428,12,4788,399.0,119,1111,354.98732371734064,126016.0,0.7479347751460738,-0.9422065375431941,906.2000000000002,0.19360995292663574,0.19744403334735589,0.774439811706543,5,3075,615.0,583,663,33.56188314144485,1126.4,0.39005287741865136,-1.65702479338843,656.6,0.05721604824066162,0.09206233607341363,1.5433366298675537,17,7863,462.52941176470586,119,1111,314.595186689004,98970.13148788927,0.24671601778176916,-1.0154397261913808,771.8000000000002,N,GEN
1532953517.4264135,0.06524297324093906,0.0949394420986428,1.4353454113006592,23,24441,1062.6521739130435,74,2922,711.0555294585191,505599.9659735349,1.1655736374049652,1.5693437393408987,1494.0,0.013494729995727539,0.0,0.013494729995727539,2,307,153.5,74,233,79.5,6320.25,0.0,-2.0,217.10000000000002,0.008571624755859375,0.0,1.4353454113006592,25,24748,989.92,74,2922,725.5978456417853,526492.2336,1.1498807169171132,1.4836772647367358,1494.0,N,DB
1532953520.7920334,0,0,0.0,1,343,343.0,343,343,0.0,0.0,0.0,-3.0,343.0,0,0,0.0,1,1047,1047.0,1047,1047,0.0,0.0,0.0,-3.0,1047.0,0,0,0.02150440216064453,2,1390,695.0,343,1047,352.0,123904.0,0.0,-2.0,976.6,N,GEN
1532953520.270114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,743,743.0,743,743,0.0,0.0,0.0,-3.0,743.0,0,0,0.0,1,743,743.0,743,743,0.0,0.0,0.0,-3.0,743.0,N,DB
1532952938.2057648,0.09557807445526123,0.10560438088287791,0.9557807445526123,11,4738,430.72727272727275,74,1111,356.6383681263623,127190.92561983471,0.5910772655165168,-1.0909582868912395,935.0,0.11107962472098214,0.1395209953029953,0.777557373046875,8,3556,444.5,74,663,226.99889867574248,51528.5,-0.606626126603318,-1.4177413372821217,651.8,0.017749547958374023,0.01638014816419782,0.9909853935241699,19,8294,436.5263157894737,74,1111,308.8353961887435,95379.30193905816,0.39967719747306907,-0.887630560558665,717.3999999999997,N,GEN
1532952944.4480422,0.14206882885524205,0.10500267864362044,0.9944818019866943,8,7624,953.0,74,1494,624.547236003811,390059.25,-0.4595551671347841,-1.686124668022083,1494.0,0.017349720001220703,0.0,0.017349720001220703,2,307,153.5,74,233,79.5,6320.25,0.0,-2.0,217.10000000000002,0.008262872695922852,0.0,0.9944818019866943,10,7931,793.1,74,1494,644.6576533323714,415583.49,0.03225660337825702,-1.9137147179360123,1494.0,N,DB
1532952946.8349903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,743,743.0,743,743,0.0,0.0,0.0,-3.0,743.0,0,0,0.0,1,743,743.0,743,743,0.0,0.0,0.0,-3.0,743.0,N,DB
1532952948.9161294,0,0,0.0,1,343,343.0,343,343,0.0,0.0,0.0,-3.0,343.0,0,0,0.0,1,1047,1047.0,1047,1047,0.0,0.0,0.0,-3.0,1047.0,0,0,0.06917405128479004,2,1390,695.0,343,1047,352.0,123904.0,0.0,-2.0,976.6,N,GEN
1532703210.6682599,0,0,0.0,1,104,104.0,104,104,0.0,0.0,0.0,-3.0,104.0,0.027428627014160156,0.027417659759521484,0.05485725402832031,3,253,84.33333333333333,66,121,25.92724864350674,672.2222222222222,0.7071067811865483,-1.4999999999999993,110.00000000000001,0.027428627014160156,0.027417659759521484,0.12024402618408203,4,357,89.25,66,121,24.014318645341575,576.6875,0.181945475696626,-1.76120317046082,115.9,N,GP
1532703222.2944121,0,0,0.0,1,66,66.0,66,66,0.0,0.0,0.0,-3.0,66.0,0.011332988739013672,0.011315345764160156,0.022665977478027344,3,253,84.33333333333333,66,121,25.92724864350674,672.2222222222222,0.7071067811865483,-1.4999999999999993,110.00000000000001,0.011332988739013672,0.011315345764160156,0.09626317024230957,4,319,79.75,66,121,23.81569860407206,567.1875,1.1547005383792517,-0.6666666666666665,104.5,N,GEN
1532703223.0283484,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012662649154663086,0.01264810562133789,0.025325298309326172,3,253,84.33333333333333,66,121,25.92724864350674,672.2222222222222,0.7071067811865483,-1.4999999999999993,110.00000000000001,0.012662649154663086,0.01264810562133789,0.025325298309326172,3,253,84.33333333333333,66,121,25.92724864350674,672.2222222222222,0.7071067811865483,-1.4999999999999993,110.00000000000001,N,GEN
1532703222.4290886,0.01651740074157715,0.016499996185302734,0.0330348014831543,3,253,84.33333333333333,66,121,25.92724864350674,672.2222222222222,0.7071067811865483,-1.4999999999999993,110.00000000000001,0,0,0.0,1,66,66.0,66,66,0.0,0.0,0.0,-3.0,66.0,0,0,0.03984332084655762,4,319,79.75,66,121,23.81569860407206,567.1875,1.1547005383792517,-0.6666666666666665,104.5,N,GEN
1532703225.0305781,0.1008230447769165,0.17438885686383268,0.403292179107666,5,1171,234.2,104,595,186.10255237368455,34634.16,1.2936294288424206,-0.06503161229945764,448.6,0.1733996868133545,0.2452048013985986,0.5201990604400635,4,1065,266.25,104,722,263.43156132096243,69396.1875,1.1468028354211874,-0.6730177508345134,545.9000000000001,0.002203067143758138,0.0030962314631072007,0.5201990604400635,9,2236,248.44444444444446,104,722,224.36038029677516,50337.58024691358,1.308348741780774,-0.07233569182232635,620.4,N,GP
1532703226.7181823,6.993611653645833e-06,1.988410314432272e-06,2.09808349609375e-05,4,789,197.25,104,261,59.88895975052497,3586.6875,-0.5753913625253351,-1.1656362504545557,253.5,0.10106980800628662,0.10102522373199463,0.20213961601257324,3,463,154.33333333333334,104,198,38.66379299666406,1494.8888888888887,-0.25351350725625105,-1.4999999999999996,190.6,0.09718775749206543,0.09714317321777344,0.20213961601257324,7,1252,178.85714285714286,104,261,56.046991945352865,3141.265306122449,-0.07790365079026752,-1.273797047583484,246.0,N,GP
1532703228.4669096,0.009513589314052037,0.03224053870238159,0.3329756259918213,36,46821,1300.5833333333333,104,2366,641.9138647219129,412053.4097222223,-0.6193492404941896,-0.687899358673842,1900.0,0.38393115997314453,0.0,0.38393115997314453,2,516,258.0,66,450,192.0,36864.0,0.0,-2.0,411.6,0.19472551345825195,0.0,0.5277011394500732,38,47337,1245.7105263157894,66,2366,668.2103319943006,446505.04778393346,-0.49351063227798747,-0.9614349414518815,1772.0000000000027,N,GP
1532703230.452193,0.23857887585957846,0.17059451376093704,0.7157366275787354,4,1065,266.25,104,722,263.43156132096243,69396.1875,1.1468028354211874,-0.6730177508345134,545.9000000000001,0.08380132251315647,0.20515659154699384,0.7542119026184082,10,3789,378.9,96,1484,494.27147398974984,244304.28999999995,1.5234633136952476,0.4390635244086787,1256.3,0.08380015691121419,0.12763158995865637,0.8370237350463867,14,4854,346.7142857142857,96,1484,443.7570810012788,196920.34693877547,1.708876416255781,1.298153039579315,1078.3000000000006,N,GP
1532953551.3375318,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9591064453125e-05,0.0,4.9591064453125e-05,2,185,92.5,66,119,26.5,702.25,0.0,-2.0,113.7,4.9591064453125e-05,0.0,4.9591064453125e-05,2,185,92.5,66,119,26.5,702.25,0.0,-2.0,113.7,N,GEN
1532953552.4078624,0.08848082500955333,0.12965874364363555,2.0350589752197266,24,6013,250.54166666666666,66,1111,292.3365610568674,85460.66493055556,1.7855254535295444,1.812153202495617,642.1999999999999,0.10775459513944738,0.15485572731067546,1.8318281173706055,18,5113,284.05555555555554,66,663,217.3168378766159,47226.608024691355,0.6950418315190658,-1.1144912006549186,613.4,0.03316617012023926,0.10461567144469355,2.04115629196167,42,11126,264.9047619047619,66,1111,263.3433219495408,69349.7052154195,1.5116797525318197,1.3166269977678944,645.4,N,GEN
1532953554.772103,0.044617265462875366,0.052257209544756676,0.7138762474060059,17,11693,687.8235294117648,74,1307,450.4438641390117,202899.67474048442,0.039969294835633155,-1.723404122407468,1225.4,0.040564775466918945,0.025144338607788086,0.08112955093383789,3,1131,377.0,74,916,382.1108041742168,146008.66666666666,0.690836768576834,-1.4999999999999998,761.0000000000001,0.006648063659667969,0.0019061565399169922,0.7138762474060059,20,12824,641.2,74,1307,454.62507629914126,206683.96000000002,0.1380335255627945,-1.6868703653510133,1184.6000000000001,N,DB
1532953557.100373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,743,743.0,743,743,0.0,0.0,0.0,-3.0,743.0,0,0,0.0,1,743,743.0,743,743,0.0,0.0,0.0,-3.0,743.0,N,DB
1532952900.509645,0.1465127021074295,0.23905582394625727,2.344203233718872,17,5927,348.6470588235294,66,1111,330.15717133733006,109003.75778546713,0.982445775708875,-0.43039146971354336,762.2,0.236008087793986,0.3584671993037808,2.124072790145874,10,3741,374.1,66,663,247.3618604393167,61187.89,-0.08429710464048802,-1.8427989538213803,648.5999999999999,0.08344048923916286,0.22259196157705743,2.3502938747406006,27,9668,358.0740740740741,66,1111,302.39916298212665,91445.2537722908,0.75719136307302,-0.6046996755901803,653.4000000000001,N,GEN
1532952903.1276698,0.012459993362426758,4.172325134277344e-05,0.024919986724853516,3,481,160.33333333333334,74,266,79.5668831165887,6330.888888888888,0.3501274965485804,-1.4999999999999998,241.0,0.012915372848510742,0.0,0.012915372848510742,2,307,153.5,74,233,79.5,6320.25,0.0,-2.0,217.10000000000002,0.008126497268676758,0.0,0.024919986724853516,5,788,157.6,74,266,79.61055206440915,6337.84,0.20980437236552715,-1.664796253270213,252.8,N,DB
