fpTime,IAvgTime,IStdTime,IToTime,INumPck,ISumPckDim,IMeanPckDim,IMinPckDim,IMaxPckDim,IStdPckDim,IVarPckDim,ISkewPckDim,IKurPckDim,IP90PckDim,OAvgTime,OStdTime,OToTime,ONumPck,OSumPckDim,OMeanPckDim,OMinPckDim,OMaxPckDim,OStdPckDim,OVarPckDim,OSkewPckDim,OKurPckDim,OP90PckDim,BAvgTime,BStdTime,BToTime,BNumPck,BSumPckDim,BMeanPckDim,BMinPckDim,BMaxPckDim,BStdPckDim,BVarPckDim,BSkewPckDim,BKurPckDim,BP90PckDim,Device,Label,Prediction,Labels List,Confidence
1649783422.855808,0,0,0.000000,1,68,68.0,68,68,0.0,0.0,0.0,-3.0,68.0,0,0,0.000000,1,68,68.0,68,68,0.0,0.0,0.0,-3.0,68.0,0,0,0.084635,2,136,68.0,68,68,0.0,0.0,0.0,-3.0,68.0,R3,GEN,TSPY,['CIMG' 'CSMS' 'DB' 'GEN' 'GP' 'MSPY' 'TSPY'],[0.  0.  0.  0.2 0.  0.  0.8]
1649783423.36878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000,1,690,690.0,690,690,0.0,0.0,0.0,-3.0,690.0,0,0,0.00000,1,690,690.0,690,690,0.0,0.0,0.0,-3.0,690.0,R3,GEN,CIMG,['CIMG' 'CSMS' 'DB' 'GEN' 'GP' 'MSPY' 'TSPY'],[0.6 0.  0.  0.2 0.  0.  0.2]
1649783424.596494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,1,159,159.0,159,159,0.0,0.0,0.0,-3.0,159.0,0,0,0.000000,1,159,159.0,159,159,0.0,0.0,0.0,-3.0,159.0,R3,GEN,CIMG,['CIMG' 'CSMS' 'DB' 'GEN' 'GP' 'MSPY' 'TSPY'],[0.8 0.  0.  0.2 0.  0.  0. ]
1649783425.758144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,1,690,690.0,690,690,0.0,0.0,0.0,-3.0,690.0,0,0,0.000000,1,690,690.0,690,690,0.0,0.0,0.0,-3.0,690.0,R3,GEN,CIMG,['CIMG' 'CSMS' 'DB' 'GEN' 'GP' 'MSPY' 'TSPY'],[0.6 0.  0.  0.2 0.  0.  0.2]
1649783430.654505,0,0,0.000000,1,99,99.0,99,99,0.0,0.0,0.0,-3.0,99.0,0.086051,0.000000,0.086051,2,425,212.5,69,356,143.5,20592.25,0.0,-2.0,327.3,0.086051,0.000000,0.370563,3,524,174.66666666666666,69,356,128.8056244458637,16590.888888888887,0.6784467599178798,-1.4999999999999996,304.6,R3,GEN,MSPY,['CIMG' 'CSMS' 'DB' 'GEN' 'GP' 'MSPY' 'TSPY'],[0.  0.  0.  0.4 0.  0.6 0. ]
1649783431.157284,0.0717161,0.09213477321451439921593757293,1.434322,21,12469,593.7619047619048,66,1230,349.8975230606683,122428.27664399089,0.323252475812542,-0.6097302744904014,1230.0,0.1019478571428571428571428571,0.1011071791720174981343402780,1.427270,15,6403,426.8666666666667,74,1026,284.9352831004885,81188.11555555555,0.13694144277453754,-0.9320630050498773,629.0,0.04340985714285714285714285714,0.05593022243813796809862309136,1.583169,36,18872,524.2222222222222,66,1230,334.68634662514086,112014.95061728395,0.37951387496746897,-0.42109793815943286,949.5,R3,GEN,GEN,['CIMG' 'CSMS' 'DB' 'GEN' 'GP' 'MSPY' 'TSPY'],[0. 0. 0. 1. 0. 0. 0.]
1649783432.17721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000,1,54,54.0,54,54,0.0,0.0,0.0,-3.0,54.0,0,0,0.00000,1,54,54.0,54,54,0.0,0.0,0.0,-3.0,54.0,R3,GEN,TSPY,['CIMG' 'CSMS' 'DB' 'GEN' 'GP' 'MSPY' 'TSPY'],[0. 0. 0. 0. 0. 0. 1.]
1649783432.69167,0.267196,0.2187134285238715438912723552,0.801588,4,1738,434.5,74,1302,506.58883722403516,256632.25,1.0800036707904612,-0.7316256562743462,992.1000000000001,0.1688456666666666666666666667,0.05047699384428073838258937444,0.506537,4,1066,266.5,74,608,207.64573195710042,43116.75,0.8418374933576185,-0.9396646174291003,501.80000000000007,0.118804,0.01986132538377033890539344622,0.892304,8,2804,350.5,74,1302,396.14454432694134,156930.5,1.6226489448993202,1.276983452784222,816.1999999999999,R3,GEN,CIMG,['CIMG' 'CSMS' 'DB' 'GEN' 'GP' 'MSPY' 'TSPY'],[0.4 0.  0.  0.2 0.  0.  0.4]
1649783433.919634,0.1229378,0.1003445489130326401309386438,0.614689,6,2969,494.8333333333333,66,1230,386.1957261401127,149147.1388888889,0.8730971914847502,-0.47635741201811754,978.5,0.203326,0.01102782562430146516868378797,0.609978,4,1856,464.0,74,1077,402.55993342606763,162054.5,0.5223882689056617,-1.3214405101628133,925.2,0.1192306666666666666666666667,0.04778407637371354370467555071,0.767135,10,4825,482.5,66,1230,393.11353321909434,154538.25,0.7163301098307487,-0.8222043418783178,1092.3,R3,GEN,CSMS,['CIMG' 'CSMS' 'DB' 'GEN' 'GP' 'MSPY' 'TSPY'],[0.2 0.6 0.  0.2 0.  0.  0. ]
1649783434.226153,0.17938825,0.2093340681713979875712889931,0.717553,5,3203,640.6,74,1514,511.03252342683624,261154.23999999993,0.6107632966923869,-0.8839306021870184,1234.8,0.237858,0.04467377387983543378523542351,0.713574,4,1843,460.75,74,1056,396.30756679629525,157059.6875,0.47677976031158564,-1.3773540270775275,914.1,0.119384,0.04403609692816413386393297984,0.869574,9,5046,560.6666666666666,74,1514,472.0981536361551,222876.66666666666,0.6860111545171865,-0.6449500641605637,1147.6000000000001,R3,GEN,GEN,['CIMG' 'CSMS' 'DB' 'GEN' 'GP' 'MSPY' 'TSPY'],[0. 0. 0. 1. 0. 0. 0.]
1649783442.829167,0.1712313333333333333333333333,0.1408148364160853928621620336,0.513694,4,2617,654.25,74,1484,577.4540566140306,333453.1875,0.3481676626732238,-1.533434522549057,1309.4,0.3867805,0.3853377506243710869362795960,1.547122,5,1427,285.4,74,583,178.77315234676598,31959.840000000004,0.46345093155935474,-0.9583288785870625,477.80000000000007,0.063326,0.05450794637940416848630176723,1.547122,9,4044,449.3333333333333,74,1484,446.7096994196069,199549.55555555556,1.2903028326144272,0.47760428642266595,1018.4000000000001,R3,GEN,GEN,['CIMG' 'CSMS' 'DB' 'GEN' 'GP' 'MSPY' 'TSPY'],[0. 0. 0. 1. 0. 0. 0.]
1649783443.278285,0,0,0.000000,1,107,107.0,107,107,0.0,0.0,0.0,-3.0,107.0,0.058308,0.000000,0.058308,2,170,85.0,69,101,16.0,256.0,0.0,-2.0,97.80000000000001,0.058308,0.000000,0.344774,3,277,92.33333333333333,69,107,16.679994670929073,278.22222222222223,-0.6391055333421788,-1.5000000000000009,105.80000000000001,R3,GEN,GP,['CIMG' 'CSMS' 'DB' 'GEN' 'GP' 'MSPY' 'TSPY'],[0. 0. 0. 0. 1. 0. 0.]
1649783443.543428,0.1025383333333333333333333333,0.07354256141098764373991575833,0.307615,4,2726,681.5,74,1484,511.9265083974457,262068.75,0.5329853395234105,-0.990017866257237,1241.0,0.157194,0.053079,0.314388,3,787,262.3333333333333,74,583,227.89520008596543,51936.22222222222,0.6752191142250962,-1.4999999999999996,492.40000000000003,0.0520575,0.0357085,0.395381,7,3513,501.85714285714283,74,1484,463.7248040352716,215040.69387755104,1.0672003454247954,0.14345160772476007,998.0000000000002,R3,GEN,GEN,['CIMG' 'CSMS' 'DB' 'GEN' 'GP' 'MSPY' 'TSPY'],[0. 0. 0. 1. 0. 0. 0.]
1649783445.800244,0.0864975,0.0864155,0.172995,3,2043,681.0,74,1484,592.0793865690647,350558.0,0.4602782825974103,-1.5,1284.2,0.08474675,0.09122553419787411691580689380,0.338987,5,3239,647.8,74,1484,529.7774627142985,280664.16,0.3894037936337107,-1.2741596039926735,1277.6,0.063334,0.06015820610274212623165703693,0.338987,8,5282,660.25,74,1484,554.1955318296964,307132.6875,0.4326782601087235,-1.3486974773758718,1484.0,R3,GEN,GEN,['CIMG' 'CSMS' 'DB' 'GEN' 'GP' 'MSPY' 'TSPY'],[0.  0.  0.4 0.6 0.  0.  0. ]
1649783447.206147,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01335120359281437125748502994,0.02665467287711659154504914274,2.229651,168,248428,1478.7380952380952,600,1484,67.99879534080328,4623.836167800451,-12.845465660066674,163.00598802395217,1484.0,0.01335120359281437125748502994,0.02665467287711659154504914274,2.229651,168,248428,1478.7380952380952,600,1484,67.99879534080328,4623.836167800451,-12.845465660066674,163.00598802395217,1484.0,R3,GEN,CIMG,['CIMG' 'CSMS' 'DB' 'GEN' 'GP' 'MSPY' 'TSPY'],[1. 0. 0. 0. 0. 0. 0.]
1649783451.636191,0,0,0.000000,1,66,66.0,66,66,0.0,0.0,0.0,-3.0,66.0,0.098341,0.000000,0.098341,2,128,64.0,54,74,10.0,100.0,0.0,-2.0,72.0,0.078396,0.000000,0.098341,3,194,64.66666666666667,54,74,8.219218670625303,67.55555555555556,-0.2390631469295466,-1.4999999999999996,72.4,R3,GEN,GEN,['CIMG' 'CSMS' 'DB' 'GEN' 'GP' 'MSPY' 'TSPY'],[0.  0.  0.  0.6 0.  0.  0.4]
1649783455.541444,0.205899,0.103874,0.411798,3,1032,344.0,344,344,0.0,0.0,0.0,-3.0,344.0,0.2098035,0.0778935,0.419607,3,960,320.0,320,320,0.0,0.0,0.0,-3.0,320.0,0.1438485,0.0730325,0.482614,6,1992,332.0,320,344,12.0,144.0,0.0,-2.0,344.0,R3,GEN,CIMG,['CIMG' 'CSMS' 'DB' 'GEN' 'GP' 'MSPY' 'TSPY'],[1. 0. 0. 0. 0. 0. 0.]
1649783455.958231,0,0,0.000000,1,848,848.0,848,848,0.0,0.0,0.0,-3.0,848.0,0,0,0.000000,1,690,690.0,690,690,0.0,0.0,0.0,-3.0,690.0,0,0,0.129517,2,1538,769.0,690,848,79.0,6241.0,0.0,-2.0,832.2,R3,GEN,CIMG,['CIMG' 'CSMS' 'DB' 'GEN' 'GP' 'MSPY' 'TSPY'],[1. 0. 0. 0. 0. 0. 0.]
1649783456.039846,0.085182,0.085148,0.170364,3,2057,685.6666666666666,74,1484,590.5694050848065,348772.2222222222,0.4425404941474905,-1.4999999999999998,1287.0,0.244211,0.2186635358551275843396190434,0.732633,4,1065,266.25,74,583,197.47958755273922,38998.1875,0.7189133699631407,-1.0641015459459275,491.5,0.08433966666666666666666666667,0.05577076668729674984661378453,0.732633,7,3122,446.0,74,1484,463.5068191823842,214838.57142857142,1.408575630825242,0.7460661268548625,943.4000000000003,R3,GEN,GEN,['CIMG' 'CSMS' 'DB' 'GEN' 'GP' 'MSPY' 'TSPY'],[0. 0. 0. 1. 0. 0. 0.]
1649783456.955788,0,0,0.00000,1,66,66.0,66,66,0.0,0.0,0.0,-3.0,66.0,0.103164,0.000000,0.103164,2,128,64.0,54,74,10.0,100.0,0.0,-2.0,72.0,0.085932,0.000000,0.103164,3,194,64.66666666666667,54,74,8.219218670625303,67.55555555555556,-0.2390631469295466,-1.4999999999999996,72.4,R3,GEN,GEN,['CIMG' 'CSMS' 'DB' 'GEN' 'GP' 'MSPY' 'TSPY'],[0.  0.  0.  0.6 0.  0.  0.4]
1649783461.105672,0.00000,0.00000,0.00000,2,1865,932.5,381,1484,551.5,304152.25,0.0,-2.0,1373.7,0.040926,0.08180100176403709543998927832,0.204630,6,1716,286.0,93,884,279.1916904207573,77948.0,1.4935620331753017,0.601208868289083,607.0,0.0409108,0.05023308728875819354501053918,0.204630,8,3581,447.625,93,1484,461.3751015984716,212866.984375,1.3437392068985698,0.41036333797100166,1064.0,R3,GEN,CIMG,['CIMG' 'CSMS' 'DB' 'GEN' 'GP' 'MSPY' 'TSPY'],[0.6 0.  0.  0.4 0.  0.  0. ]
1649783462.079492,0.06889125,0.07294014417786339966894369621,0.275565,5,874,174.8,74,265,68.61311827923288,4707.76,-0.10630971424672359,-1.3371991113941717,252.2,0.1872893333333333333333333333,0.2270175671460005953362470734,1.123736,7,3007,429.57142857142856,74,645,196.6722125356642,38679.95918367347,-0.5875515666809888,-0.9021869987556763,645.0,0.05951466666666666666666666667,0.04450521737454560007280886891,1.123736,12,3881,323.4166666666667,74,645,200.75169502536102,40301.243055555555,0.37321800831093616,-1.2696157373746986,634.6,R3,GEN,TSPY,['CIMG' 'CSMS' 'DB' 'GEN' 'GP' 'MSPY' 'TSPY'],[0.  0.  0.  0.2 0.  0.  0.8]
1649783462.640904,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205724,0.04103030788380706265352920713,0.102862,6,396,66.0,54,78,12.0,144.0,0.0,-2.0,78.0,0.0205724,0.04103030788380706265352920713,0.102862,6,396,66.0,54,78,12.0,144.0,0.0,-2.0,78.0,R3,GEN,GEN,['CIMG' 'CSMS' 'DB' 'GEN' 'GP' 'MSPY' 'TSPY'],[0. 0. 0. 1. 0. 0. 0.]
1649783463.411216,0.1235195,0.1355084290929903740207658608,0.494078,5,2516,503.2,74,1484,516.3376414711598,266604.55999999994,1.1519654966822754,-0.22002592320337566,1089.6000000000001,0.1351126666666666666666666667,0.06453620704861901180416765053,0.405338,4,1348,337.0,74,583,235.96080182945641,55677.5,-0.017789062453992033,-1.9677201101527457,576.4,0.08471166666666666666666666667,0.04907438338776034880082751919,0.580093,9,3864,429.3333333333333,74,1484,423.8862530863151,179679.55555555556,1.494624303070928,1.4426340489611782,763.2000000000002,R3,GEN,GEN,['CIMG' 'CSMS' 'DB' 'GEN' 'GP' 'MSPY' 'TSPY'],[0. 0. 0. 1. 0. 0. 0.]
1649783464.332249,0.081781,0.09030873779153377138622971084,0.327124,5,2938,587.6,74,1494,553.9381192877053,306847.43999999994,0.6105064839949668,-1.2426639478905182,1278.0,0.1012486666666666666666666667,0.03821140483619459332525648167,0.303746,4,938,234.5,74,583,203.16557287099604,41276.25,1.0871875280330228,-0.7135293610643862,453.40000000000003,0.05887366666666666666666666667,0.02027411106696309769319846140,0.399085,9,3876,430.6666666666667,74,1494,468.6159289747723,219600.88888888888,1.2628322448054479,0.25737578053997057,1062.0,R3,GEN,GEN,['CIMG' 'CSMS' 'DB' 'GEN' 'GP' 'MSPY' 'TSPY'],[0. 0. 0. 1. 0. 0. 0.]
1649783464.845361,0.0538705,0.0523435,0.107741,3,1902,634.0,74,1494,617.3059749157355,381066.6666666667,0.6141950208321212,-1.5000000000000002,1262.0,0.1007166666666666666666666667,0.01426840202062663435599740522,0.302150,4,1998,499.5,74,1211,455.7370404081722,207696.25,0.6161373668742528,-1.2165300002532597,1022.6,0.059236,0.02121097236494986022984392665,0.302150,7,3900,557.1428571428571,74,1494,535.189800396999,286428.1224489796,0.7336447015913707,-1.088265403122883,1324.2,R3,GEN,GEN,['CIMG' 'CSMS' 'DB' 'GEN' 'GP' 'MSPY' 'TSPY'],[0.2 0.  0.  0.8 0.  0.  0. ]
1649783469.258918,0.092141,0.092097,0.184282,3,2051,683.6666666666666,74,1484,591.2079912254984,349526.88888888893,0.4502121830250332,-1.5000000000000002,1285.8,0.152289,0.059521,0.304578,3,787,262.3333333333333,74,583,227.89520008596543,51936.22222222222,0.6752191142250962,-1.4999999999999996,492.40000000000003,0.046384,0.012654,0.304578,6,2838,473.0,74,1484,495.0878709885751,245112.0,1.1911731733088136,0.07759403262224307,1033.5,R3,GEN,GEN,['CIMG' 'CSMS' 'DB' 'GEN' 'GP' 'MSPY' 'TSPY'],[0. 0. 0. 1. 0. 0. 0.]
1649783470.888783,0.1017963333333333333333333333,0.07559925102950572368337111232,0.305389,4,2899,724.75,74,1466,494.2374808733146,244270.6875,0.2723291739842651,-0.9836916751660834,1231.7000000000003,0.152224,0.054523,0.304448,3,787,262.3333333333333,74,583,227.89520008596543,51936.22222222222,0.6752191142250962,-1.4999999999999996,492.40000000000003,0.0488505,0.0245705,0.378810,7,3686,526.5714285714286,74,1466,462.8260571571932,214207.95918367346,0.848243649790316,-0.23345474477768002,997.4000000000003,R3,GEN,GEN,['CIMG' 'CSMS' 'DB' 'GEN' 'GP' 'MSPY' 'TSPY'],[0. 0. 0. 1. 0. 0. 0.]
1649783471.297843,0.101298,0.07496140514069001005832926782,0.303894,4,2367,591.75,74,1484,565.5883551665469,319890.1875,0.6588426578216624,-1.169597438980574,1241.0,0.1574715,0.0463335,0.314943,3,787,262.3333333333333,74,583,227.89520008596543,51936.22222222222,0.6752191142250962,-1.4999999999999996,492.40000000000003,0.055569,0.017620,0.377083,7,3154,450.57142857142856,74,1484,481.27742434449755,231627.95918367355,1.2122661957359029,0.20604833179348558,998.0000000000002,R3,GEN,GEN,['CIMG' 'CSMS' 'DB' 'GEN' 'GP' 'MSPY' 'TSPY'],[0. 0. 0. 1. 0. 0. 0.]
1649783472.623002,0.06225933333333333333333333333,0.08785708665149834621443507567,0.186778,4,4105,1026.25,74,1484,576.0209957110939,331800.1875,-0.8784908920988723,-0.9333942417890113,1484.0,0.1570395,0.0484925,0.314079,3,787,262.3333333333333,74,583,227.89520008596543,51936.22222222222,0.6752191142250962,-1.4999999999999996,492.40000000000003,0.0542735,0.0182395,0.314079,7,4892,698.8571428571429,74,1484,595.6284624714659,354773.2653061225,0.23168331227261243,-1.6522929624126146,1484.0,R3,GEN,DB,['CIMG' 'CSMS' 'DB' 'GEN' 'GP' 'MSPY' 'TSPY'],[0. 0. 1. 0. 0. 0. 0.]
1649783479.811141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,1,66,66.0,66,66,0.0,0.0,0.0,-3.0,66.0,0,0,0.000000,1,66,66.0,66,66,0.0,0.0,0.0,-3.0,66.0,R3,GEN,GEN,['CIMG' 'CSMS' 'DB' 'GEN' 'GP' 'MSPY' 'TSPY'],[0. 0. 0. 1. 0. 0. 0.]
1649783486.159635,0,0,0.000000,1,779,779.0,779,779,0.0,0.0,0.0,-3.0,779.0,0,0,0.000000,1,690,690.0,690,690,0.0,0.0,0.0,-3.0,690.0,0,0,0.443311,2,1469,734.5,690,779,44.5,1980.25,0.0,-2.0,770.1,R3,GEN,CIMG,['CIMG' 'CSMS' 'DB' 'GEN' 'GP' 'MSPY' 'TSPY'],[0.6 0.  0.  0.4 0.  0.  0. ]
1651648091.40611,0.002653,0.000000,0.002653,2,1330,665.0,630,700,35.0,1225.0,0.0,-2.0,693.0,0.001853,0.000000,0.001853,2,1169,584.5,566,603,18.5,342.25,0.0,-2.0,599.3000000000001,0.001853,0.000000,0.067294,4,2499,624.75,566,700,49.02741579973393,2403.6875,0.4522492574968275,-1.0873729360669644,679.0,R2,GEN,CIMG,['CIMG' 'CSMS' 'DB' 'GEN' 'GP' 'MSPY' 'TSPY'],[0.8 0.  0.  0.2 0.  0.  0. ]
1651648091.514808,0.1759195714285714285714285714,0.2677878641146794777883869076,1.231437,8,2279,284.875,74,1071,305.9266405120679,93591.109375,2.0151437461625963,2.517261206507073,515.8999999999999,0.2446082,0.2772679550250262872955760159,1.223041,6,1354,225.66666666666666,74,473,176.37901109699973,31109.55555555555,0.6540225529581275,-1.4999999999999998,473.0,0.0534504,0.01069108382906055039786912953,1.294301,14,3633,259.5,74,1071,260.1380814655391,67671.82142857143,2.114219488523584,3.916747648942647,473.0,R2,GEN,GEN,['CIMG' 'CSMS' 'DB' 'GEN' 'GP' 'MSPY' 'TSPY'],[0. 0. 0. 1. 0. 0. 0.]
1651648091.915304,0.1835555217391304347826086957,0.3420109221778526469872348387,4.221777,24,3571,148.79166666666666,74,278,54.171009441295155,2934.498263888889,1.1261184073152402,0.20028012635660142,237.0,0.2275745789473684210526315789,0.3255058738697620668845192440,4.323917,20,6445,322.25,74,1187,365.2744002801182,133425.3875,1.4720566837119453,0.6177219434102414,873.8000000000004,0.08460142105263157894736842105,0.1572108719611022420287193599,4.323917,44,10016,227.63636363636363,74,1187,264.023336684562,69708.32231404958,2.6983265716684404,6.255546747163887,431.20000000000044,R2,GEN,TSPY,['CIMG' 'CSMS' 'DB' 'GEN' 'GP' 'MSPY' 'TSPY'],[0.  0.  0.  0.4 0.  0.  0.6]
1651648093.473572,0,0,0.000000,1,99,99.0,99,99,0.0,0.0,0.0,-3.0,99.0,0,0,0.000000,1,176,176.0,176,176,0.0,0.0,0.0,-3.0,176.0,0,0,0.272490,2,275,137.5,99,176,38.5,1482.25,0.0,-2.0,168.3,R2,GEN,GP,['CIMG' 'CSMS' 'DB' 'GEN' 'GP' 'MSPY' 'TSPY'],[0.  0.  0.  0.2 0.8 0.  0. ]
1651648093.861644,0.1379161666666666666666666667,0.1292395062940852033371389630,0.827497,7,2940,420.0,74,1069,347.7860590321913,120955.14285714286,0.678928970668936,-0.9205717381158594,816.4000000000001,0.076755,0.04548693582227758722212839304,0.307020,5,1335,267.0,74,563,206.9541011915444,42830.0,0.4456438912232387,-1.6934834132128338,526.2,0.0574155,0.01179813446058316458616034111,0.895409,12,4275,356.25,74,1069,306.7453137376348,94092.6875,0.9311993641692411,-0.17451920406271304,648.0,R2,GEN,GEN,['CIMG' 'CSMS' 'DB' 'GEN' 'GP' 'MSPY' 'TSPY'],[0.2 0.  0.  0.4 0.  0.  0.4]
1651648094.481777,0.069264,0.04897131516170120855973936801,0.207792,4,1502,375.5,74,1027,381.62317801726874,145636.25,1.0583566627786467,-0.7438864842563104,795.4000000000002,0.108462,0.008879,0.216924,3,508,169.33333333333334,74,304,97.9296799863158,9590.222222222223,0.5376784561725632,-1.5,269.2,0.0497915,0.0011515,0.258735,7,2010,287.14285714285717,74,1027,312.63416711706293,97740.12244897963,1.7714147077982236,1.55751545319292,593.2000000000003,R2,GEN,GEN,['CIMG' 'CSMS' 'DB' 'GEN' 'GP' 'MSPY' 'TSPY'],[0. 0. 0. 1. 0. 0. 0.]
1651648100.113663,0.305775,0.002557919858009628885722483664,0.917325,4,428,107.0,106,108,1.0,1.0,0.0,-2.0,108.0,0.309027,0.02435604500940167009692272697,1.236108,5,458,91.6,66,99,12.831211945876351,164.64,-1.4818094470668959,0.2257753997059022,99.0,0.1619775,0.1091504441527839134427024218,1.236108,9,886,98.44444444444444,66,108,12.266586151104518,150.46913580246914,-1.8992909204856498,2.5516699645602534,108.0,R2,GEN,GP,['CIMG' 'CSMS' 'DB' 'GEN' 'GP' 'MSPY' 'TSPY'],[0. 0. 0. 0. 1. 0. 0.]
1651648100.11379,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3060875,0.0020055,0.612175,3,198,66.0,66,66,0.0,0.0,0.0,-3.0,66.0,0.3060875,0.0020055,0.612175,3,198,66.0,66,66,0.0,0.0,0.0,-3.0,66.0,R2,GEN,GEN,['CIMG' 'CSMS' 'DB' 'GEN' 'GP' 'MSPY' 'TSPY'],[0. 0. 0. 1. 0. 0. 0.]
1651648100.213627,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5291458333333333333333333333,0.3062343136213492468801397874,3.174875,7,462,66.0,66,66,0.0,0.0,0.0,-3.0,66.0,0.5291458333333333333333333333,0.3062343136213492468801397874,3.174875,7,462,66.0,66,66,0.0,0.0,0.0,-3.0,66.0,R2,GEN,GEN,['CIMG' 'CSMS' 'DB' 'GEN' 'GP' 'MSPY' 'TSPY'],[0. 0. 0. 1. 0. 0. 0.]
1651648100.418056,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58838075,0.7318591932685463643058199928,2.353523,5,423,84.6,66,97,15.186836405255704,230.64000000000001,-0.4082482904638618,-1.8333333333333341,97.0,0.58838075,0.7318591932685463643058199928,2.353523,5,423,84.6,66,97,15.186836405255704,230.64000000000001,-0.4082482904638618,-1.8333333333333341,97.0,R2,GEN,CSMS,['CIMG' 'CSMS' 'DB' 'GEN' 'GP' 'MSPY' 'TSPY'],[0.2 0.4 0.  0.4 0.  0.  0. ]
1651648101.349303,0,0,0.000000,1,66,66.0,66,66,0.0,0.0,0.0,-3.0,66.0,0,0,0.000000,1,66,66.0,66,66,0.0,0.0,0.0,-3.0,66.0,0,0,0.054609,2,132,66.0,66,66,0.0,0.0,0.0,-3.0,66.0,R2,GEN,GEN,['CIMG' 'CSMS' 'DB' 'GEN' 'GP' 'MSPY' 'TSPY'],[0.  0.  0.  0.6 0.  0.  0.4]
1651648101.349303,0,0,0.000000,1,66,66.0,66,66,0.0,0.0,0.0,-3.0,66.0,0,0,0.000000,1,66,66.0,66,66,0.0,0.0,0.0,-3.0,66.0,0,0,0.044689,2,132,66.0,66,66,0.0,0.0,0.0,-3.0,66.0,R2,GEN,GEN,['CIMG' 'CSMS' 'DB' 'GEN' 'GP' 'MSPY' 'TSPY'],[0.  0.  0.  0.6 0.  0.  0.4]
1651648101.349948,0.001041,0.000000,0.001041,2,132,66.0,66,66,0.0,0.0,0.0,-3.0,66.0,0.000263,0.000000,0.000263,2,132,66.0,66,66,0.0,0.0,0.0,-3.0,66.0,0.000263,0.000000,0.058302,4,264,66.0,66,66,0.0,0.0,0.0,-3.0,66.0,R2,GEN,GEN,['CIMG' 'CSMS' 'DB' 'GEN' 'GP' 'MSPY' 'TSPY'],[0.  0.  0.  0.6 0.  0.  0.4]
1651648101.379855,0.000138,0.000000,0.000138,2,163,81.5,66,97,15.5,240.25,0.0,-2.0,93.89999999999999,0.132471,0.132145,0.264942,3,174,58.0,54,66,5.656854249492381,32.0,0.7071067811865475,-1.5,63.6,0.1242445,0.1241065,0.264942,5,337,67.4,54,97,15.742934923323542,247.84,1.08242474280316,-0.2905099022631079,84.60000000000001,R2,GEN,GEN,['CIMG' 'CSMS' 'DB' 'GEN' 'GP' 'MSPY' 'TSPY'],[0. 0. 0. 1. 0. 0. 0.]
1651648105.248673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,1,66,66.0,66,66,0.0,0.0,0.0,-3.0,66.0,0,0,0.000000,1,66,66.0,66,66,0.0,0.0,0.0,-3.0,66.0,R2,GEN,GEN,['CIMG' 'CSMS' 'DB' 'GEN' 'GP' 'MSPY' 'TSPY'],[0. 0. 0. 1. 0. 0. 0.]
1651648235.468552,0,0,0.000000,1,69,69.0,69,69,0.0,0.0,0.0,-3.0,69.0,0,0,0.000000,1,105,105.0,105,105,0.0,0.0,0.0,-3.0,105.0,0,0,0.034735,2,174,87.0,69,105,18.0,324.0,0.0,-2.0,101.4,R2,GEN,GEN,['CIMG' 'CSMS' 'DB' 'GEN' 'GP' 'MSPY' 'TSPY'],[0. 0. 0. 1. 0. 0. 0.]
1651648252.861104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,1,293,293.0,293,293,0.0,0.0,0.0,-3.0,293.0,0,0,0.000000,1,293,293.0,293,293,0.0,0.0,0.0,-3.0,293.0,R2,GEN,CIMG,['CIMG' 'CSMS' 'DB' 'GEN' 'GP' 'MSPY' 'TSPY'],[0.8 0.  0.  0.  0.  0.  0.2]
1651648253.094007,0.1016866666666666666666666667,0.1410454441715703044123821050,0.305060,4,392,98.0,54,214,67.29041536504289,4528.0,1.1229212517996205,-0.6933036996341571,170.8,0.1845692,0.1496450747380614595281141094,0.922846,6,1069,178.16666666666666,66,449,141.59733597619538,20049.80555555556,1.021718994825199,-0.5709917058117591,365.5,0.0549288,0.1064103014099668829614867590,0.922846,10,1461,146.1,54,449,124.03019793582527,15383.489999999996,1.4404700827966346,0.8192310450479647,298.69999999999993,R2,CIMG,MSPY,['CIMG' 'CSMS' 'DB' 'GEN' 'GP' 'MSPY' 'TSPY'],[0.  0.  0.  0.2 0.  0.8 0. ]
